seq,org_id,host_region,lead_region,cancelFlag,chargeable,register_date,update_date
244,KC926NY6,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
245,KDWTZTOG,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
246,KHBCZB7W,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
247,KM9LE10Z,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
248,KS5MHUSS,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
249,KSI8K3WC,DE01,GB01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
250,L30RCZF7,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
251,L7WRBS0L,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
252,L7X6HR97,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
253,L9FPWF9C,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
254,LB8BOZP1,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
255,LCLRVVE7,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
256,LJ58NWBV,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
257,LJANBFZJ,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
258,LJBWNZG7,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
259,LU1YRQL1,DE01,DE01,1,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
260,M0WRLYYT,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
261,M1YWX6KB,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
262,M77Y8XSR,DE01,DE01,0,1,2013/4/15 00.00:00.000,2013/4/15 00.00:00.000
